sentiment,tweet_id,tweet_date,flag,user,text
4,1883056793,Fri May 22 07:56:15 PDT 2009,NO_QUERY,cedsolidon,"@RickM If the guy who got fired from trading while drunk has twitter, he would have twitted about it now. http://bit.ly/OVed "
0,1755842067,Sun May 10 10:09:35 PDT 2009,NO_QUERY,johnburn22,is gonna wallow is self pity after another derby day defeat 
0,2000297399,Mon Jun 01 21:48:55 PDT 2009,NO_QUERY,ComeDriveMeWild,Omg Rpattz was supposed to do jizz in my pants?! What a cruel world we live in that it didn't happen 
4,2051250446,Fri Jun 05 21:20:09 PDT 2009,NO_QUERY,webwoke,"ilovegoogle, move up by 1  90. ontoplist.com"
0,2265990726,Sun Jun 21 07:41:53 PDT 2009,NO_QUERY,GodsGift23,"@DrE_McFLY I feel you! Def do!! My sister wedding next friday, its supposed to rain "
0,1836274001,Mon May 18 07:42:08 PDT 2009,NO_QUERY,wrightstory,@JackSavoretti The link in my email news doesn't work-leads to blank page. I'm  sad because I can't get to download 'Song for a friend' 
4,2045849367,Fri Jun 05 11:19:39 PDT 2009,NO_QUERY,milereb,@patrickol Thanks very much for the amazing prize.  Pass on a highfive around the nDreams office for me. ;) http://bitly.com/xiprize
0,1983896090,Sun May 31 14:02:47 PDT 2009,NO_QUERY,larissacarletto,"makes people think about the things we did wrong, it is very difficult to reach them after..  xx"
4,1969333058,Fri May 29 23:42:33 PDT 2009,NO_QUERY,SteveChaiGuy,@maddiequus Ur getting close to the front of the waiting line!!  
4,1964629894,Fri May 29 14:32:42 PDT 2009,NO_QUERY,linnetwoods,@vicissitudes2 Flywheel was brutal? Oh.... 
0,1752438662,Sat May 09 21:55:37 PDT 2009,NO_QUERY,kmedhus,Tired of not being on the same page. 
0,2192557449,Tue Jun 16 07:12:48 PDT 2009,NO_QUERY,latuacantante,has to go to the effin orthodontist today 
4,1975971340,Sat May 30 16:18:16 PDT 2009,NO_QUERY,sma418,Is absolutely LOVING summer so far 
4,1679876494,Sat May 02 10:23:11 PDT 2009,NO_QUERY,Tittch,@toriar Take pride in knowing you did the right thing and therefore worthy of chocolate 
0,1972875928,Sat May 30 10:03:10 PDT 2009,NO_QUERY,LyllianNicole,Ah! Dari's going to Jinathan's house 
4,2176898209,Mon Jun 15 05:00:40 PDT 2009,NO_QUERY,ericlalor,"@Katriona23 just trying to lose some body fat and become adonis like, the usual vain needs "
0,2230848055,Thu Jun 18 17:41:28 PDT 2009,NO_QUERY,UrbanGlamxX,@LisaTheDiva  poor killer that sucks glad he's ok though
4,2064396306,Sun Jun 07 06:08:59 PDT 2009,NO_QUERY,alavanaestar,Jammin this morning... BUAHHHH-im crazy all alone in MY world!  LOL 
4,2062953916,Sun Jun 07 00:51:46 PDT 2009,NO_QUERY,Bellaleyla,Good morning guys!! 
4,2013496861,Tue Jun 02 22:49:15 PDT 2009,NO_QUERY,VapeBlog,"@sweet_bubbles welcome to twitter, careful though..it can be mildly addicting "
0,1957625871,Fri May 29 01:05:17 PDT 2009,NO_QUERY,janewongaaa,"My smartcard fell out of its holder when I was going home today. If anyone finds it, please tell me "
4,2045550286,Fri Jun 05 10:53:28 PDT 2009,NO_QUERY,Zunners,Im waiting for the summer to begin so i can spend some time with my man. 
0,2031378909,Thu Jun 04 09:43:58 PDT 2009,NO_QUERY,undomesticdiva,"Dear Twitter, I'm sorry, but I can't play today. Having a bday party at my house Sat. the place looks like you probably imagine it does. "
0,1969160640,Fri May 29 23:11:41 PDT 2009,NO_QUERY,morgoid,"Poker night a smashing success for all! Especially for Sam, the winner!  I was the 2nd one out... "
0,2071775064,Sun Jun 07 19:54:33 PDT 2009,NO_QUERY,laylakayleigh,I'm out of dishes and silverware. they're all dirty. You know what that means...time to wash up. Lazy lazy me 
0,1469494445,Tue Apr 07 06:33:11 PDT 2009,NO_QUERY,campcreek,"@Sprucehillfarm @paccadoodle very sad, and i was completely surprised! @paccadoodle, sorry it got spoiled for you.  twitter does do that."
0,2196442494,Tue Jun 16 12:28:44 PDT 2009,NO_QUERY,DatingGirl,@singlegirlie I'm not sure if Mr Saturday is playing games or not. He had to back out of our dates this week because he's sick 
4,1828076113,Sun May 17 12:02:20 PDT 2009,NO_QUERY,princessvicki13,"this rev had QUITE an eventful morning &amp; aft so far - time for a NAP, then maybe head outside to enjoy some of the sunshine "
4,1978861435,Sun May 31 00:43:34 PDT 2009,NO_QUERY,xlilcutiepie,@JoeJBabe32 yeaah  lolz.arent u tierd?
4,1999781764,Mon Jun 01 20:48:45 PDT 2009,NO_QUERY,Brenda5150,@mileycyrus That's because your talent was tied up elsewhere. 
4,1988860353,Sun May 31 23:35:20 PDT 2009,NO_QUERY,monnie,@mokargas dude! And I forgot I had a spa! Thanks  I will have one haha
0,2065308341,Sun Jun 07 08:19:43 PDT 2009,NO_QUERY,TellurideLisa,"@PhilLadden The weather is okay, but the balloons didn't launch.  The wind was either heading straight up or south. They needed west!"
4,2068417779,Sun Jun 07 14:02:44 PDT 2009,NO_QUERY,Josie_McFly,It's all about you! 
4,1999059802,Mon Jun 01 19:34:24 PDT 2009,NO_QUERY,Such_Eloquence,Listening to Eclipse and wrapping @brittneygirl 's birthday gifts! 
4,1933224761,Tue May 26 23:19:34 PDT 2009,NO_QUERY,stanmorePhoenix,@jambled my record is in ore production but if u google stanmore phoenix or my name Ryan Collings u should get some YouTube action 
0,1752316666,Sat May 09 21:35:45 PDT 2009,NO_QUERY,ANS_rocks,I am so fucking sad now. I fucked up. 
4,1551025170,Sat Apr 18 07:56:34 PDT 2009,NO_QUERY,Emmilydale,Snapped a string on my Epiphone SG Custom. Trip to the guitar shop woohoo! 
0,2214908511,Wed Jun 17 17:24:12 PDT 2009,NO_QUERY,oms2393,i kinda miss him  especially when i hear dmb  which is a lot. oh boy oh boy or should i say oh boys oh boys
4,1974300252,Sat May 30 12:50:48 PDT 2009,NO_QUERY,midwestguest,"@FlintCVBTourism Then, I'm guessing we'll meet F2F before the summer is out "
4,1693978774,Mon May 04 00:32:52 PDT 2009,NO_QUERY,SinnamonLove,@mskiannathediva  He's awesome... Have you worked with him before? He's a good friend.
4,1985838527,Sun May 31 17:52:07 PDT 2009,NO_QUERY,Packard_Sonic,"@boredgirl260 LOL If it works, it's all good. "
0,2199332972,Tue Jun 16 17:21:03 PDT 2009,NO_QUERY,MadBlackPoet,@ChanTheQueenB I feel u on that. I haven't written anything in a while. My writtings have been sucky sucky 
4,2053502110,Sat Jun 06 04:46:58 PDT 2009,NO_QUERY,pollygg,jonathan m'a offert les sims 3 
0,1833439723,Sun May 17 23:17:25 PDT 2009,NO_QUERY,ashleerich,Going to bed! Starting my last week of Wartburg tomorrow!!!  &amp; 
0,1554520822,Sat Apr 18 17:13:20 PDT 2009,NO_QUERY,sumares,@hramos I wish I could've been a consumerist with you today 
0,2053072307,Sat Jun 06 03:09:43 PDT 2009,NO_QUERY,speedyconkiwi,i think i'm getting sick 
4,2069603281,Sun Jun 07 16:10:53 PDT 2009,NO_QUERY,spaulds1,Hey @calilewis So Glad that you're doing this! Very exciting!!  Thanks!!  (CaliLewis live &gt; http://ustre.am/biT)
0,2002724762,Tue Jun 02 05:00:10 PDT 2009,NO_QUERY,xILoveJonasx33,I miss you Melissa Boies. 
0,2220761413,Thu Jun 18 03:54:50 PDT 2009,NO_QUERY,NURAALI,"At Washington national airport waiting on this flight to miami.  Man, I'm sooooo sleepy. "
4,1970412310,Sat May 30 03:46:01 PDT 2009,NO_QUERY,grantexpresses,@ConnorJack oh cool thanks! 
0,2231543824,Thu Jun 18 18:41:43 PDT 2009,NO_QUERY,sfadds,@zackalltimelow awwww booo 
4,2187111958,Mon Jun 15 19:48:27 PDT 2009,NO_QUERY,missy1234,I love looking through old pictures. Im going to start scrapbooking so i could do it everyday 
0,2189955545,Tue Jun 16 01:21:41 PDT 2009,NO_QUERY,MRS_LANG,My mother n law just came back from India!!she is now a Yoga Teacher!!isn't that awsome..she is 63 and is in better shape than me..I'm 27 
0,2003491036,Tue Jun 02 06:37:48 PDT 2009,NO_QUERY,LouiseRoss,"@JulieAnnStorr  missing you 2, but mayB @Mediamum has tweeted U: Boulder is so wet &amp; dreary, v. damp spring, so UR not missing much "
0,2324582403,Thu Jun 25 03:31:33 PDT 2009,NO_QUERY,bernlumbao,wants to go to school  I'm really missing a lot :| http://plurk.com/p/13tyh0
4,2062093754,Sat Jun 06 22:19:17 PDT 2009,NO_QUERY,lifeisrhythm,@markhoppus and i'm on a boat. 
4,1982417265,Sun May 31 11:10:01 PDT 2009,NO_QUERY,krist0ph3r,@Shadez no man. just a moment of depression. no hangovers involved 
4,2045239177,Fri Jun 05 10:26:19 PDT 2009,NO_QUERY,School_Supplies,@MNChildMuseum Thanks!   There are more recycling-themed activity ideas on the Discount School Supply site as well: http://bit.ly/3HwAh
4,1962679666,Fri May 29 11:27:09 PDT 2009,NO_QUERY,Arcania,@brigwyn Very cute! 
4,1834421637,Mon May 18 02:52:17 PDT 2009,NO_QUERY,reevosaulus,finally my mom had cook something yay 
4,1969745614,Sat May 30 01:04:23 PDT 2009,NO_QUERY,marge0256,is back. I had fun! Thank you Michael Jerome Cervantes.  http://plurk.com/p/x5io7
0,2054180538,Sat Jun 06 06:45:31 PDT 2009,NO_QUERY,Melodica1,I seem to have a terminal case of CBA today 
0,2068585746,Sun Jun 07 14:20:16 PDT 2009,NO_QUERY,ChloeMJones,loves midnight sun draft and wishes it hadnt been leaked wants to read more 
4,1834790896,Mon May 18 04:12:46 PDT 2009,NO_QUERY,sueannesjewelry,It's a huge jewelry-making day here at the ranch. I have another store lined up..... 
4,1971220774,Sat May 30 06:32:58 PDT 2009,NO_QUERY,lilsarah123,@yam9972 woooo i will do 
0,2258034368,Sat Jun 20 15:17:05 PDT 2009,NO_QUERY,ryanbcleary,Doing a sound job in the atrium at Fernbank in Atlanta. Party for a bunch of lawyers.  I love mixing in 4 story marble rooms... 
0,1972596611,Sat May 30 09:31:24 PDT 2009,NO_QUERY,chelseaaaa_xo,Really Bad Head  Knowing N.M is finished filming is making me impatient for the finished product &gt;
0,2223957295,Thu Jun 18 08:55:05 PDT 2009,NO_QUERY,JoTwitt,ooochy ouchy! Horrid bright pink cast off the leg to reveal horrid bright purple painful leg. Oncrutches for another few weeks yet 
4,1977134136,Sat May 30 20:11:06 PDT 2009,NO_QUERY,louiselane,@moonfrye : How cute... and how very Punky ! 
0,2260536445,Sat Jun 20 19:22:35 PDT 2009,NO_QUERY,southernmojo,"@daybreak1012 Traveling always throws me off, too! "
4,1983588914,Sun May 31 13:26:52 PDT 2009,NO_QUERY,PeaceOutAnna,@selenagomez awwww that is so beautiful! 
0,1468695370,Tue Apr 07 03:12:56 PDT 2009,NO_QUERY,live_laughx3,"skooool   i hope for some reason it is SOOO MUCH fun, and like the best.  hehe"
0,2295604368,Tue Jun 23 08:08:27 PDT 2009,NO_QUERY,atikahsayogo,"Im so stressed out about hs. Mama i really do apologize for this, mama jadi ikut pusing "
4,1551906852,Sat Apr 18 10:16:53 PDT 2009,NO_QUERY,chaani,Sitting in a circle talking about last nights fuck ups are the shieeet! 
0,2054544384,Sat Jun 06 07:34:59 PDT 2009,NO_QUERY,MissSingAlot13,my legs still hurt 
4,1971243050,Sat May 30 06:36:30 PDT 2009,NO_QUERY,hannes_truce,"late start today after gaming into the early hours, then off to view a flat. Hope its nice "
4,1695165047,Mon May 04 05:23:48 PDT 2009,NO_QUERY,VaaaLeee,@theonlysv haha nuu .. soLo qoincideencia .. en seriooO 
0,2198145955,Tue Jun 16 15:40:02 PDT 2009,NO_QUERY,DEWsfantasy,@TANGG holla from Scotland! wots up? The tartan army just returned home from NJ and NY 
0,2058107304,Sat Jun 06 14:16:47 PDT 2009,NO_QUERY,divadol,My cellerciser is outta stoack! Gotta wait til next week to get it. Booo! 
4,2174779210,Sun Jun 14 23:17:46 PDT 2009,NO_QUERY,Baloubt,yes-  I'm the silly uncle &quot;Gage&quot; &lt;&lt; his name by the way  hehe
0,2236426146,Fri Jun 19 03:40:40 PDT 2009,NO_QUERY,KailyViannie,Another sleepless night  third night in a row!
4,1975661693,Sat May 30 15:37:55 PDT 2009,NO_QUERY,3djay,"Had a very cool day today. A nice sunny day in luxemburg, with a game of badminton and more important: a game of petanque. "
4,2050638049,Fri Jun 05 19:01:48 PDT 2009,NO_QUERY,WillBrown,"Slightly creepy, yet cute Druplicon at Drupalcamp Stockholm 2009. http://www.vimeo.com/4978970 #drupal #drupalcon "
4,1979460117,Sun May 31 03:08:30 PDT 2009,NO_QUERY,AMPMinnie,@ViCk7Jyr8 have fun at Disneyland  can't wait to watch u guys 
0,2322345564,Wed Jun 24 22:27:26 PDT 2009,NO_QUERY,aoimizuno,is making boots for her costume and bleeding out of every goddamn pore on her fingers. 
4,2044629436,Fri Jun 05 09:37:05 PDT 2009,NO_QUERY,Itxi_Itx,@psibreaker (and thanks for the mention in the blog!!  )
0,2053110711,Sat Jun 06 03:18:56 PDT 2009,NO_QUERY,jennszrox,ahhh have to study heaps exams next week 
0,2323956472,Thu Jun 25 01:55:12 PDT 2009,NO_QUERY,hollowlegs,"@supercharz Oh, boo  I have them on my windowsil, on the balcony, they're everywhere!"
4,1970402294,Sat May 30 03:43:33 PDT 2009,NO_QUERY,TashaAndrew,But me and lewi are going to have chocolate fondue with squishy strawberries because mum and dad are away. We also have cherries!  x
0,1981501736,Sun May 31 09:17:12 PDT 2009,NO_QUERY,rhodders,"@geohowell Cheers George! I am very surprised to see you on twitter! Hope your half term is going ok, what with all the revision "
0,2251427283,Sat Jun 20 03:28:23 PDT 2009,NO_QUERY,safaa87,mesh 3aref sho bdi 
0,2064499658,Sun Jun 07 06:26:13 PDT 2009,NO_QUERY,Boon565,@xpureirishx i feel left out 
4,1755673458,Sun May 10 09:44:17 PDT 2009,NO_QUERY,dereksilva,"Watching All The King's Men, @rebic's putting away baby shower gifts. "
0,1828071338,Sun May 17 12:01:48 PDT 2009,NO_QUERY,Welletta,is heading away from the Florida sun and into the GA rain....sadness  
4,1997749382,Mon Jun 01 17:23:30 PDT 2009,NO_QUERY,shandrab,@davehillman lol yes you did!  LOL!  Thanks on the writing. I really appreciate it. 
4,1793007290,Thu May 14 01:01:22 PDT 2009,NO_QUERY,malyth,is excited to shop gemstones for my beadwork (dance)... cant wait to finish my last article for the day.  http://plurk.com/p/tpkz5
4,1691941235,Sun May 03 18:56:26 PDT 2009,NO_QUERY,expecting_rain,"Wow, crazy weekend.  I need a Monday to catch my breath. "
4,1969908635,Sat May 30 01:41:21 PDT 2009,NO_QUERY,arevein,had a good week 
4,1793727448,Thu May 14 03:46:58 PDT 2009,NO_QUERY,maxinemartinez,"@TomFelton hi tom, hope everything's going well! "
4,2063873918,Sun Jun 07 04:24:48 PDT 2009,NO_QUERY,iLoveSeventeen,"Banana split, you make me sooo happy! Haha "
4,1694476198,Mon May 04 02:48:08 PDT 2009,NO_QUERY,laubow_,@bexiclepop cambs will be better im sure! eeeeeeeeee under a week now  we meeting on the Sunday?
0,1694971072,Mon May 04 04:46:59 PDT 2009,NO_QUERY,Kadiyah,More swine flu news 
0,2224991281,Thu Jun 18 10:10:38 PDT 2009,NO_QUERY,paumin,who will water my flowers while I'm gone ? 
0,2003328278,Tue Jun 02 06:19:56 PDT 2009,NO_QUERY,GHmltn,@belladonna20 posting pics of u at leisure is just rubbung it in  enjoy ;)
4,2003477783,Tue Jun 02 06:36:18 PDT 2009,NO_QUERY,Rexiepoo,@elnatto nice to know. Consider your stuff stolen 
4,2064923458,Sun Jun 07 07:29:38 PDT 2009,NO_QUERY,Em_0hh,..someday i'll blog about it 
0,1559699763,Sun Apr 19 11:49:29 PDT 2009,NO_QUERY,MarianneLouise,Marianne is cold 
4,1468236275,Tue Apr 07 00:27:56 PDT 2009,NO_QUERY,ramdomthoughts,It happens to me loads. If you reply - my ID is ramdomthoughts NOT randomthoughts - I spell it wrong deliberately. 
0,2208993900,Wed Jun 17 09:52:57 PDT 2009,NO_QUERY,Blazecc,I doubt this day is going to be as fun as I expected it to be...  Why does this crap keep happening?
0,2055265890,Sat Jun 06 09:00:23 PDT 2009,NO_QUERY,BlueStaz,It's Saturdau Morning and I just woke up with a stomach ache.  Maybe it's from all the food I ate last nite.
0,2189603776,Tue Jun 16 00:26:04 PDT 2009,NO_QUERY,cacophonypop,@Nandos_Official can't load the link from my iPhone 
0,2052796046,Sat Jun 06 02:03:19 PDT 2009,NO_QUERY,FifahAzmi,is unable to re-focus on studying 
0,2235892717,Fri Jun 19 02:20:12 PDT 2009,NO_QUERY,AaronCottrell,me + work =  and thats all I do
4,1957510397,Fri May 29 00:43:46 PDT 2009,NO_QUERY,queenb78,@KhroweJayne I want to see it 
0,1991187408,Mon Jun 01 06:34:16 PDT 2009,NO_QUERY,loulouuu,i hate wasps. i can't sunbathe because one keeps chasing me. 
4,2065478052,Sun Jun 07 08:40:41 PDT 2009,NO_QUERY,iamnadia,@pornprom because of your start naka ... I cant did it alone ... Many many thx again ka 
0,2003015862,Tue Jun 02 05:41:45 PDT 2009,NO_QUERY,Trueness,@jay_f_k thank u 
4,1882178534,Fri May 22 06:23:07 PDT 2009,NO_QUERY,hiddenboston,"@jforman Thanks! I don't trust the Pike anymore (especially the tolltaker situation), which is why I'm looking at Route 95.   "
4,1956756217,Thu May 28 22:36:38 PDT 2009,NO_QUERY,DougiesSTARgirl,@therealTiffany you're really pretty &amp; amazinngg  &lt;3
0,2067266833,Sun Jun 07 12:02:42 PDT 2009,NO_QUERY,EmmzGx,@WLxboxRox56 Nope No TT Or The Other Lads  This Chart Is Crap.. I Do Not Agree!
4,1977689256,Sat May 30 21:29:33 PDT 2009,NO_QUERY,j9gem,"Ok, off to bed!  It be midnight:30.  Baby will be up at asscrack'o'clock.       Laters, yo!"
0,2226113498,Thu Jun 18 11:32:54 PDT 2009,NO_QUERY,snorkal0,im am so bored i have nothing 2 do 
4,2188703412,Mon Jun 15 22:23:46 PDT 2009,NO_QUERY,laurathle,had a good birthday  EXCITING WEEK AHEAD
4,1967640789,Fri May 29 19:57:09 PDT 2009,NO_QUERY,mj_lindsay,"@charleneortiz i'll  He is leading? Wow  Maybe, Twilight affect that!"
0,2264718325,Sun Jun 21 04:44:29 PDT 2009,NO_QUERY,Textgal,Great. History. Yay... 
0,1685163966,Sat May 02 23:17:28 PDT 2009,NO_QUERY,lookitsk80,really want to get another tattoo... but that requires money. money that i don't have ughhhhhh. 
4,1976764139,Sat May 30 19:00:10 PDT 2009,NO_QUERY,Tmama21,"Is taking a well deserved break!  No cleaning, No homework, just sitting on my butt watching t.v.! It will all begin again tomorrow! "
0,1990014991,Mon Jun 01 03:35:39 PDT 2009,NO_QUERY,Madddd_,Four days and that's it! Seems so far away! 
0,1991529518,Mon Jun 01 07:12:14 PDT 2009,NO_QUERY,Lozxx,@lilrainbow89 Aww dont gooo.. hope your around later  xxx
4,2070954830,Sun Jun 07 18:35:02 PDT 2009,NO_QUERY,FanAddict09,follow: @Lakers for minute by minute updates of the game 
4,1998027423,Mon Jun 01 17:52:13 PDT 2009,NO_QUERY,TylerCurtis,@carolmertz good luck Carol! Take pictures of the inside if it is truely beauitful . Wish you the best of luck friend 
0,2056724944,Sat Jun 06 11:40:36 PDT 2009,NO_QUERY,Cocoliina,Ahhh I wantto go to DR  freak this me voy en agosto!!!
0,2254625201,Sat Jun 20 10:02:11 PDT 2009,NO_QUERY,PhilipNowak,"@fastcompany I would love to have stopped by the Fast Company office, but I am in Chicago! "
0,1793310803,Thu May 14 02:11:49 PDT 2009,NO_QUERY,lexikitty,"@AlmostEmily that is pretty damn unfair and rude, too. i don't blame you for being upset.  -cuddles-"
4,2169499029,Sun Jun 14 14:36:13 PDT 2009,NO_QUERY,Anjeebaby,@anniething1 bit of both I imagine 
4,2191753285,Tue Jun 16 05:54:29 PDT 2009,NO_QUERY,shalineesingh,@rebeccawatson have you tried this?  http://bit.ly/xPU6k even though it's not YOUR city per se 
4,1565165428,Mon Apr 20 06:04:24 PDT 2009,NO_QUERY,rizalrenaldi,@alaksir thank you pak 
0,2052485400,Sat Jun 06 00:53:35 PDT 2009,NO_QUERY,wearealltiedup,So sad. Won't be able to go to Eli's house with all of the others  I hope they miss me. Hahaha.
4,1975121890,Sat May 30 14:29:39 PDT 2009,NO_QUERY,Ambershine29,"@ViperBen haha  I like Shannon, don't care if she's a raging bitch I dig her "
4,2054719178,Sat Jun 06 07:57:03 PDT 2009,NO_QUERY,strawberrysmash,Let's fly some kites! With a layang-layang on a string of course! it'll be fun! 
0,1685652241,Sun May 03 01:23:30 PDT 2009,NO_QUERY,MEDICPLEASE,Dropped bb for the first time  my poor baby
0,2255630974,Sat Jun 20 11:33:09 PDT 2009,NO_QUERY,sophie2dopex,@seashellz aww!i just had my last for a bit.. 
0,2069969655,Sun Jun 07 16:51:55 PDT 2009,NO_QUERY,qtanabanana,now I know y writers block is soo depressing 
4,1997948999,Mon Jun 01 17:44:11 PDT 2009,NO_QUERY,myfriendsareowl,so pretty much dead tired. but zumba was fun 
4,2186528580,Mon Jun 15 18:58:15 PDT 2009,NO_QUERY,kokeltie,"@officialSPChuck Only you would debate such a think, haha "
4,2059347846,Sat Jun 06 16:45:03 PDT 2009,NO_QUERY,wkavanaugh,@knitster I'll visit someday 
0,2255499050,Sat Jun 20 11:21:17 PDT 2009,NO_QUERY,deviantfantasy,Really not feeling well so I'm back in bed. Rather be tagging but room was spinning. 
0,2202613502,Tue Jun 16 22:06:01 PDT 2009,NO_QUERY,i_am_pulak,@eleo_blue The love gur ...IMDB rating 3.9 
0,2250693947,Sat Jun 20 01:13:12 PDT 2009,NO_QUERY,kinkypinkfairy,I've got a bump on the side of my forehead. 
4,2182918089,Mon Jun 15 13:48:25 PDT 2009,NO_QUERY,McFlyMcFans,#musicmonday follow us when you're a fan of McFly!  Spread the word!
0,2049064875,Fri Jun 05 16:14:07 PDT 2009,NO_QUERY,MyLoveIsAmazing,I havent missed a CT @bowwow614 concert until today....so disappointed 
0,2003975192,Tue Jun 02 07:27:45 PDT 2009,NO_QUERY,abe11825,@laurenzettler i don't even have $5k to move out of my own house... so I can't donate it to anyone else! sorry 
0,2211850784,Wed Jun 17 13:21:46 PDT 2009,NO_QUERY,DoRaDaTbAdBiTcH,aww man i cant send a dm to sum1 whos not fallowing me 
4,2191867147,Tue Jun 16 06:06:37 PDT 2009,NO_QUERY,PaigeHolden,Good morning everyone. Welcome new followers 
4,1981853492,Sun May 31 10:01:33 PDT 2009,NO_QUERY,Roby93Roby,@TraceCyrus goodnight 
0,2219175597,Wed Jun 17 23:57:44 PDT 2009,NO_QUERY,silversparks,"@CinbadLI Yes, he was a real gentleman!!  Loved him and he was true to himself.  He passed away almost 10 yrs ago now  I still miss him."
4,1557584899,Sun Apr 19 04:58:47 PDT 2009,NO_QUERY,pennycheong,needs to focus. 
4,2176511343,Mon Jun 15 04:04:09 PDT 2009,NO_QUERY,missmei,"@MR_ZZZ oooohhhh. Well if you ever need someone to wear/model stuff for a shoot or anything, I'm ya man "
4,1881884278,Fri May 22 05:46:45 PDT 2009,NO_QUERY,rarespintea,"@addatwork n-am gasit nici una din generala , poate doar din facultate "
0,1985936518,Sun May 31 18:03:12 PDT 2009,NO_QUERY,thequeenb93,MISSED THE HILLSSS!!! 
0,1971725133,Sat May 30 07:45:32 PDT 2009,NO_QUERY,mikkaila,"@zombietown My palate is still bitter, undermining my usual enjoyment of the ol' nourishment. It's starting to really quite upset me "
4,2047858930,Fri Jun 05 14:17:18 PDT 2009,NO_QUERY,NatashaVillien,going on  a bike ride 
4,1990537181,Mon Jun 01 05:07:41 PDT 2009,NO_QUERY,Stephi90,morning tweeple  hope you all have a great monday
0,2262987360,Sat Jun 20 23:41:14 PDT 2009,NO_QUERY,bjones0011,i think i got my dad a bad fathers day gift  
4,1992398691,Mon Jun 01 08:41:22 PDT 2009,NO_QUERY,Vanij,morning twitter=] must be my lucky day- don't have to go to school &amp; I found $10 on the way back from dropping my sis off at school yay! 
4,1989620389,Mon Jun 01 02:12:10 PDT 2009,NO_QUERY,adityaaryatama,Listening ngampilan replacer &quot;serangan sore&quot; 
0,2008905696,Tue Jun 02 14:50:36 PDT 2009,NO_QUERY,kumailht,"its 1:49am, I will not be able to wake up at 5:30 for sure  , my schedule is getting messed up."
0,1997637347,Mon Jun 01 17:11:48 PDT 2009,NO_QUERY,indianajames,@julijules69 i think i'd appreciate her more then her dog would 
4,1990259380,Mon Jun 01 04:21:43 PDT 2009,NO_QUERY,shaannyn,"Taylor Swift on the Today Show &lt;3, even though she plays the same songs. "
0,2003972371,Tue Jun 02 07:27:28 PDT 2009,NO_QUERY,ClareBearRyan,heeeadachhee go away 
4,2070564285,Sun Jun 07 17:55:15 PDT 2009,NO_QUERY,roflflores,with megan  i just cried a little! HOTEL FOR DOGS IS A SAD MOVIE.
